번호,제품명,업소명,신고번호
9452,서흥 가르시니아,(주)서흥헬스케어,2013002002498
9451,팻다운 파워번 파이버,(주)서흥헬스케어,2013002002496
9450,진비프로폴리스,농업회사법인지에이치내츄럴,2015000221711
9449,삼대인 간보천,(주)화인내츄럴,20040015094138
9448,액티포닌(ACTIPONIN)(전량수출용),(주)티지 바이오텍,201200180282
9447,씨에스엠파우더,주식회사 제이비케이랩,2016000751520
9446,내 살을 부탁해!,주식회사 노바렉스,200400200081833
9445,릴렉스-큐,(주)한국씨엔에스팜,200400200071963
9444,소소충전,대원헬스케어 주식회사 2공장,2017288019311
9443,슬림미드림다이어트,에스에스바이오팜(주),2016001227849
9442,실리마린(Silymarin),주식회사 노바렉스2공장,20060020008274
9441,카보엑스,(주)오투바이오,20130020008114
9440,튼튼닷컴 비타민B컴플렉스,주식회사 노바렉스,200400200081834
9439,홍삼정나이스 365,삼흥인삼 주식회사,2007001702370
9438,마이락토 키즈(MYLACTO KIDS) (수출용),주식회사 락토메이슨,20100016005240
9437,마이락토 씨(MYLACTO C),주식회사 락토메이슨,20100016005239
9436,예생본앰플,(주)아모레퍼시픽,20040017031160
9435,YUNGBIO(전량수출용),이앤에스(주),20120017002108
9434,요거굿 프로바이오틱스,(주)서흥,200400200061288
9433,다이어트엔 린바디,코스맥스바이오(주),200400200022169
9432,내몸가득 진(眞)6년근홍삼스틱,대동고려삼(주),20040020031240
9431,활력징코큐텐,(주)유니쎌팜,20040020028451
9430,튼튼닷컴 키즈칼슘마그네슘비타민D,주식회사 노바렉스,200400200081830
9429,엽산400,(주)한국씨엔에스팜,200400200071962
9428,홍삼이랑 튼튼,(주)한국인삼공사,2015000215262
9427,눈 건강엔 루테인 알티지 오메가3,코스맥스바이오(주),200400200022167
9426,구강항균엔 프로폴리스,코스맥스바이오(주),200400200022168
9425,바디트리 아연 젤리,코스맥스엔비티(주),200700170351129
9424,한창락 프리미엄,고려인삼과학주식회사,20040015039194
9423,지근억비피더스베이비프리미움(전량수출용),(주)비피도,20040015070288
9422,인삼농축액(원료용),(주)삼진GNF,2006001510951
9421,콜레 올로지,(주)허브큐어,20040015162218
9420,디에떼 가르시니아,주)팜크로스,20040015110736
9419,철분 플러스 엽산 비타민D,(주)허브큐어,20040015162220
9418,슈퍼파워멀티루테인 0320,(주)허브큐어,20040015162217
9417,라이토플렉스 프리미엄,(주)유유헬스케어,20040015107771
9416,디에떼 녹차추출물,주)팜크로스,20040015110735
9415,유산균 분말(Lactobacillus plantarum VH13)(원료성 제품),엔피케이(주),20100019004783
9414,보령 당헬프,주식회사한미양행,200400150831016
9413,수(秀)고려홍삼정골드,한국생약영농조합법인,2004002005939
9412,칼슘마그네슘비타민D&망간,(주)한국씨엔에스팜,200400200071960
9411,"메가벨셀렌효모플러스비타민B1,B6,D,아연",동서바이오팜(주),20040017025463
9410,안국더퍼스트루테인,코스맥스바이오(주),200400200022166
9409,발효홍삼정옥고,(주)한국인삼내츄럴,2012002001414
9408,홍삼정 진한스틱,풍기인삼농협,2004001801156
9407,발효홍삼정옥고 스틱,(주)한국인삼내츄럴,2012002001415
9406,헬스트리 비 오리지널,(주)유유헬스케어,20040015107770
9405,더먹어요,(주)한국씨엔에스팜,200400200071959
9404,쥬비스가 만든 비타민B를 그대로,한국바이오팜(주)에이치피,20040020046539
9403,궁내삼 흑삼블랙,(주)팜텍코리아,2004001519177
9402,프라임 멀티비타민 골드 스페셜,(주)허브큐어,20040015162216
9401,프라임 칼슘 마그네슘 아연 비타민D 스페셜,(주)허브큐어,20040015162215
9400,홍삼농축액분말30,(주)일화,20040015100189
9399,웰메가 식물성 오메가3,(주)알피바이오,20040017006662
9398,이바인 MSM,주식회사 아람,2011001701955
9397,홍삼추출농축액25,(주)비티진,2004002003091
9396,어니스트 스쿠알렌캡슐,(주)어니스트,20040019018100
9395,새콤달콤 영양듬뿍 행복비타민,엔피케이(주),20100019004780
9394,나눔비타민,엔피케이(주),20100019004781
9393,천마 등 복합추출물,(주)헬릭스미스,20080015186100
9392,DERMA RELIEF (전량수출용),(주)쎌바이오텍,200400170171003
9391,다다슬림,에스케이내추럴팜(주),20040017106362
9390,6년근 고려홍삼정스틱 골드,대원헬스케어 주식회사 2공장,2017288019310
9389,아모케비우리카노,(주)서흥헬스케어,2013002002495
9388,홍삼농축액분말6,충북인삼농협고려인삼창,2004002003524
9387,필즈 락토굿,(주)유니쎌팜,20040020028450
9386,프라임 오메가3,(주)한국씨엔에스팜,200400200071958
9385,스트레스지우개,(주)서흥,200400200061287
9384,어니스트 알콕시글리세롤 캡슐,(주)어니스트,20040019018101
9383,프라임 비타민B컴플렉스 스페셜,(주)허브큐어,20040015162214
9382,365슬림다이어트큐,(주)허브큐어,20040015162211
9381,관절 앤 인지 스타큐,주)팜크로스,20040015110734
9380,삼성 오메가3,(주)허브큐어,20040015162212
9379,시크릿-슬림,엔피케이(주),20100019004779
9378,선택하라 간건강솔루션 밀크씨슬9,주식회사한미양행,200400150831014
9377,선택하라 루테인오메가3,주식회사한미양행,200400150831015
9376,프라임 스피루리나 골드 스페셜,(주)허브큐어,20040015162213
9375,인성 홍삼(紅蔘)닥터,디에이치팜(주),20040015102174
9374,커브스 프로틴 베리맛,(주)빅솔 반월공장,2009001702336
9373,미세스콜레우스포스콜리,한국바이오팜(주)에이치피,20040020046538
9372,미스터콜레우스포스콜리,한국바이오팜(주)에이치피,20040020046537
9371,SAFFLOWER SEED OIL & ALOE FLAVOR BEVERAGE(전량수출용),코스맥스바이오(주),200400200022161
9370,울랄라 Q,에프엔바이오(주),20040020071316
9369,서흥 아모케,(주)서흥헬스케어,2013002002494
9368,내 몸엔 시리즈 B,주식회사 다움,20040016034114
9367,혈행마스터오메가-3,(주)서흥,200400200061286
9366,모아철 플러스,(주)에이.비.아이,200400190416
9365,내몸애(愛) 상큼한 에너지B,주식회사 노바렉스,200400200081826
9364,고려홍삼정로얄,삼흥인삼 주식회사,2007001702369
9363,올레아 비타칸,주)팜크로스,20040015110732
9362,화애락 후,(주)한국인삼공사,2015000215261
9361,프로스트 맨즈아연 맥스,(주)비오팜,20040017021773
9360,장쾌원플러스,에스케이내추럴팜(주),20040017106361
9359,듀오락 얌얌 플러스,(주)쎌바이오텍,200400170171002
9358,드림컷,(주)오투바이오,20130020008113
9357,관절엔 N-아세틸글루코사민 프라임,(주)한국지네틱바이오팜,201727812474
9356,에이포뮬러 멀티비타민&미네랄,(주)한국씨엔에스팜,200400200071954
9355,웰슨 포 맨 (WELSON FOR MEN),(주)한국씨엔에스팜,200400200071955
9354,닥터 엘 멀티프로바이오틱스 프리미엄,주)팜크로스,20040015110733
9353,루테인 플러스,(주)허브큐어,20040015162210
9352,코스메힐 헬씨 화이트 에퍼글로우,에프엔바이오(주),20040020071315
9351,스태비,주)팜크로스,20040015110731
9350,아레즈D,(주)알피바이오,20040017006661
9349,슬림팻정,동서바이오팜(주),20040017025462
9348,밀크씨슬 플러스,(주)허브큐어,20040015162209
9347,더씨케이오리지날,(주)비티진,2004002003090
9346,로젤프,(주)한국씨엔에스팜,200400200071953
9345,안국알티지오메가루테인,코스맥스바이오(주),200400200022158
9344,웰슨 포 우먼 (WELSON FOR WOMEN),(주)한국씨엔에스팜,200400200071951
9343,호본마디 플러스,(주)서흥,200400200061285
9342,바비너스 톡,(주)유니쎌팜,20040020028449
9341,홍삼정 농축진액,풍기인삼농협,2004001801155
9340,HAPPY MASTER7,(주)서흥,200400200061284
9339,스피드킹 맨,(주)유니쎌팜,20040020028448
9338,체감다이어트,광동헬스바이오(주) 2공장,200400200141053
9337,키드큐 비타젤리,(주)서흥헬스케어,2013002002493
9336,홍삼농축액30,(주)비티진,2004002003089
9335,"BIOPRO - PROBIOTIC (19 PROBIOTIC STRAINS) FOOD SUPPLEMENT POWDER, STRAWEBERRY-YOGURT FLAVOR(전량수출용)",코스맥스엔비티(주),200700170351121
9334,간때문,(주)알피바이오,20040017006660
9333,바이오스 라이프 7,유니시티글로벌매뉴팩쳐링(유),2015000612715
9332,홍삼정프리미엄스틱,농업회사법인(주)청정인삼,2006002000124
9331,"청정솔(Chungjungsol, 전량수출용)",주)팜크로스,20040015110730
9330,스트레스긴장완화를 위한 테아닌&비타민미네랄,(주)한국씨엔에스팜,200400200071947
9329,젠프로17큐,코스맥스바이오(주),200400200022155
9328,혈행개선을 위한 은행잎,(주)한국씨엔에스팜,200400200071946
9327,셀로맥스 아연,콜마비앤에이치(주)음성공장,200600200031296
9326,석류진,(주)서흥헬스케어,2013002002492
9325,밸런스 미네랄 칼슘 마그네슘,주식회사 노바렉스,200400200081822
9324,맑은세상 비타민A,주식회사한미양행,200400150831009
9323,퓨어 오메가3 베가,(주)알피바이오,20040017006659
9322,눈편한 루테인,주식회사한미양행,200400150831010
9321,간건강앤 간박사,경성제약주식회사,2004001507362
9320,마더스셀렌효모골드,동서바이오팜(주),20040017025461
9319,영양비타민플러스,(주)마임,2004001701130
9318,셀로맥스 엽산 800,콜마비앤에이치(주)음성공장,200600200031292
9317,에이치와이(HY) 발효홍삼농축액,주식회사 엠에스씨,2004001601252
9316,홍삼진패밀리,(주)비티진,2004002003088
9315,에이치와이(HY) 발효홍삼농축분말,주식회사 엠에스씨,2004001601253
9314,태양의 신체건강 W더블유 난소화성말토덱스트린,(주)삼양패키징 광혜원공장,201400200147
9313,프로비 프로폴리스 트리오,서울프로폴리스(주),2010002006022
9312,웰슨레드진생(WELSON RED GINSENG),(주)한국씨엔에스팜,200400200071943
9311,리텐(Reten),에프엔바이오(주),20040020071314
9310,리즈코인 프라임 미니,(주)한국씨엔에스팜,200400200071944
9309,뷰랙스,에스케이내추럴팜(주),20040017106360
9308,씨에스엠정,주식회사 제이비케이랩,2016000751519
9307,데이 액추얼 퍼포먼스,(주)한풍네이처팜,20120019007238
9306,이너셋 다이어트 콜레우스 포스콜리,(주)한풍네이처팜,20120019007239
9305,홍익삼 홍삼스틱 마일드,(주)고려원인삼,2004001702229
9304,백년백세효모,엔피케이(주),20100019004774
9303,칼슘마그네슘비타민D망간,동서바이오팜(주),20040017025458
9302,"셀렌효모골드플러스 비타민B1,B6,D,아연",동서바이오팜(주),20040017025460
9301,비오팜 오메가3,(주)비오팜,20040017021772
9300,톡톡C,(주)유유헬스케어,20040015107768
9299,제너럴밸런스 진생에스S,(주)유유헬스케어,20040015107766
9298,제너럴밸런스 진생 프리미엄,(주)유유헬스케어,20040015107769
9297,제너럴밸런스 진생 오리지널,(주)유유헬스케어,20040015107765
9296,잘록디캡슐,(주)유유헬스케어,20040015107767
9295,멀티비타민,동서바이오팜(주),20040017025459
9294,키즈홍삼,(주)바이오 로제트,20040017015162
9293,다이어트 위드미,(주)비오팜,20040017021771
9292,내몸에사과해(apology) 이지홍삼스틱,(주)바이오 로제트,20040017015160
9291,몬스핏,(주)바이오 로제트,20040017015161
9290,더미스라인,(주)한국씨엔에스팜,200400200071942
9289,라파페리유,주식회사 아리너스,20110020099117
9288,프리바이오틱스 프락토올리고당,(주)허브큐어,20040015162208
9287,프로바이오틱스 유산균19,(주)허브큐어,20040015162207
9286,뼈건강 칼슘+마그네슘+비타민D,주식회사한미양행,200400150831008
9285,빵순이를 위한 다이어트,주식회사한미양행,200400150831005
9284,메가골드프리미엄,주식회사한미양행,200400150831006
9283,진효삼 진,(주)서흥헬스케어,2013002002491
9282,고려홍삼골드캅셀(전량수출용),고려인삼과학주식회사,20040015039193
9281,육백만불맨오,(주)비티진,2004002003087
9280,하이벨셀렌효모플러스몰리브덴,동서바이오팜(주),20040017025457
9279,프로벨셀렌효모플러스몰리브덴,동서바이오팜(주),20040017025456
9278,가르시니아 다이어트,(주)비오팜,20040017021770
9277,홍삼정 데일리스틱,농업회사법인 주식회사 한국삼,2009002007925
9276,헝크리볼트더블유피아이,(주)아오스,2014002001226
9275,헝크리볼트매스,(주)아오스,2014002001225
9274,액티블리 이너케어 유산균,콜마비앤에이치(주)음성공장,200600200031288
9273,팜엔탑 위 건강엔 헬리코박터 컨트롤,(주)한국씨엔에스팜,200400200071940
9272,케이지씨 홍삼정차,(주)한국인삼공사,20040020013303
9271,진효삼 원,(주)서흥헬스케어,2013002002490
9270,히알루론산,코스맥스엔비티(주),200700170351115
9269,삼성하버드통키,에스에스바이오팜(주),2016001227842
9268,광동 모아이 루테인오메가3,한국바이오팜(주)에이치피,20040020046535
9267,"간건강을 위한 밀크씨슬&비타민B,D",(주)한국씨엔에스팜,200400200071941
9266,멀티비타민화이토,콜마비앤에이치(주)음성공장,200600200031283
9265,진효삼 본(本) 데일리,(주)다정,20040020036115
9264,락토스킨케어,(주)한풍네이처팜,20120019007237
9263,DIGAMAX B Softgel capsule(전량수출용),(주)유니쎌팜,20040020028446
9262,17종 혼합유산균 2000억,주식회사 락토메이슨,20100016005237
9261,에버콜라겐 고-백,(주)네이처텍,20040020004241
9260,메가파워아이비젼루테인12,콜마비앤에이치(주)음성공장,200600200031285
9259,"눈피로 개선을 위한 헤마토&루테인&비타민A,D",(주)한국씨엔에스팜,200400200071939
9258,Gamamax B Softgel capsule(전량수출용),(주)유니쎌팜,20040020028447
9257,식물성 플로라글로루테인,(주)알피바이오,20040017006657
9256,영양칼슘플러스,(주)마임,2004001701129
9255,마이락토 에스 플러스(MYLACTO S PLUS),주식회사 락토메이슨,20100016005238
9254,흑삼분말타블렛,(주)케이지앤에프,20040016020138
9253,로엘 세포·혈액생성에 필요한 엽산600,엔피케이(주),20100019004770
9252,액티브마그네슘플러스,주)팜크로스,20040015110726
9251,셀티바 이팩스 알티지(rTG) 오메가3,(주)알피바이오,20040017006656
9250,리버케어,(주)허브큐어,20040015162206
9249,데일리컷 다이어트,(주)허브큐어,20040015162204
9248,엽산 프리미엄,엔피케이(주),20100019004769
9247,메타자임 비오틴,(주)한풍네이처팜,20120019007235
9246,금용강유편(전량수출용),농업회사법인지에이치내츄럴,201500022179
9245,눈건강 루테인,주식회사한미양행,200400150831000
9244,네이처드림 눈에좋은 루테인11,(주)허브큐어,20040015162205
9243,금용간청보프리미엄(전량수출용),농업회사법인지에이치내츄럴,2015000221710
9242,금용간청보(전량수출용),농업회사법인지에이치내츄럴,201500022178
9241,활력건강엔 흡수비타민C,주)팜크로스,20040015110728
9240,에브리데이 비타민D 4000IU,주식회사한미양행,200400150831004
9239,원광 인지팍 관절팍,주)팜크로스,20040015110727
9238,어린이홍삼 홍삼박사,대동고려삼(주),20040020031239
9237,장튼튼생유산균,주식회사 아람,2011001701954
9236,홍삼정 올타임프리미엄,케이지랩 주식회사,2004001703878
9235,BAEKSOONG GOONG DIETARY SUPPLEMENT PRODUCT,(주)서흥,200400200061282
9234,리얼맨(2),(주)서흥,200400200061283
9233,바디팻슈퍼슬림 BODYFAT SUPER SLIM,(주)한국씨엔에스팜,200400200071938
9232,힐코 칼슘디(D) 캡슐,주식회사 제이비케이랩,2016000751516
9231,해당정,(주)비오팜,20040017021769
9230,슬림플래닛 가르시니아 2500mg 비포밀,(주)한국씨엔에스팜,200400200071936
9229,어니스트알콕시글리세롤,(주)어니스트,2004001901874
9228,멀티 미네랄 파우더,(주)오투바이오,20130020008111
9227,베비언스 하루아연주스야 면역을 부탁해 사과 배 딸기맛,(주)삼양패키징 광혜원공장,201400200146
9226,슬림플래닛 가르시니아 3900mg 비포밀,(주)한국씨엔에스팜,200400200071937
9225,알티지 오메가-3,(주)한국씨엔에스팜,200400200071935
9224,점프스타트,(주)서흥,200400200061280
9223,경희하루홍삼스틱,한방바이오(주),2009001701423
9222,핏,(주)서흥,200400200061281
9221,홍삼정 스틱,김포파주인삼농업협동조합,2004001707336
9220,블랙커런트오일캡슐,주식회사한미양행,20040015083996
9219,블랙커런트오일100,주식회사한미양행,20040015083997
9218,블랙커런트,주식회사한미양행,20040015083995
9217,간건강 밀크씨슬,주식회사한미양행,20040015083999
9216,문라이트,(주)충청바이오텍,201500120558
9215,힐코 이뮤녹스,주식회사 제이비케이랩,2016000751510
9214,엔오부스터,주식회사 제이비케이랩,2016000751511
9213,파파유산균 베이비,엠에스바이오텍(주),20040020020603
9212,알로에아보레센스 플러스,(주)유니쎌팜,20040020028444
9211,아이원 눈에 좋은 루테인 플러스,코스맥스바이오(주),200400200022143
9210,애터미 석류미인,콜마비앤에이치(주),2012002007512
9209,루테인오메가3비타민D,(주)한국씨엔에스팜,200400200071934
9208,고백데이,(주)유니쎌팜,20040020028445
9207,L-카르니틴 엘카슬림,주식회사 노바렉스,200400200081814
9206,6년근발효홍삼농축액13,대동고려삼(주),20040020031238
9205,하이너지B플러스,(주)알피바이오,20040017006654
9204,힐코 칼슘디(D),주식회사 제이비케이랩,2016000751512
9203,에코미파워루테인,(주)한국씨엔에스팜,200400200071929
9202,코르셋라인다이어트젤리,코스맥스바이오(주),200400200022141
9201,비타민D츄어블2000IU,코스맥스바이오(주),200400200022139
9200,리얼맨(1),(주)서흥,200400200061278
9199,종근당 홍트리플조인트(전량수출용),(주)한국씨엔에스팜,200400200071930
9198,다이어트식이섬유,(주)아오스,2014002001224
9197,닥터스토리 칼로리 밸런스,광동헬스바이오(주) 2공장,200400200141045
9196,포스콜린 굿나잇,콜마비앤에이치(주)음성공장,200600200031269
9195,슬림플래닛 녹차카테킨 1000mg 애프터밀,(주)한국씨엔에스팜,200400200071928
9194,바비너스 컷,(주)유니쎌팜,20040020028442
9193,면역엔피지에이케이(PGA-K),광동헬스바이오(주) 2공장,200400200141044
9192,베이비락 튼튼비타민 쉐이킹 초코맛,코스맥스엔비티(주),200700170351100
9191,포텐-조인트킹3080,(주)유니쎌팜,20040020028443
9190,프리미엄비타민C1000,에스케이내추럴팜(주),20040017106359
9189,빼빼 다이어트 레몬맛,엔피케이(주),20100019004763
9188,황후비타민,(주)비트로시스농업회사법인,2006001800224
9187,파워레드진생,농업회사법인(주)힐링팜,2009001600130
9186,제너럴 밸런스 메가 비타민C,제너럴바이오 주식회사,201300193045
9185,메가세븐비타,(주)알피바이오,20040017006653
9184,루테인 프리미엄,일양약품(주),20040017068186
9183,아하엘카바,주식회사한미양행,20040015083993
9182,스마일 알티지 에이(Smile rTG A),스마일에프앤디(주),201600047254
9181,곰피추출물(Ecklonia stolonifera extract),주식회사 네추럴웨이,2004001510493
9180,레드컷 가르시니아 비포,(주)허브큐어,20040015162203
9179,엠포스,주식회사 네추럴웨이,2004001510494
9178,웰업 프로바이오틱스,주식회사한미양행,20040015083994
9177,홍삼정스틱,바산 고려홍삼(주),2004001706655
9176,장을 위한 장건강 프로바이오틱스,주)팜크로스,20040015110725
9175,제너럴밸런스 W솔루션,(주)유유헬스케어,20040015107764
9174,쾌변을 위한 다내림 식이섬유,주)팜크로스,20040015110724
9173,퍼펙트 칸,(주)유니쎌팜,20040020028441
9172,파파유산균 베이비 징크디,엠에스바이오텍(주),20040020020602
9171,종근당 스쿠알렌플러스(전량수출용),(주)한국씨엔에스팜,200400200071927
9170,육백만불맨지,(주)비티진,2004002003086
9169,리얼가르시니아,코스맥스바이오(주),200400200022137
9168,노이타유산균,엠에스바이오텍(주),20040020020601
9167,금흑정,농업회사법인 금산흑삼 주식회사,201600121265
9166,시크릿-비오틴,엔피케이(주),20100019004756
9165,한뿌리 구증구포 흑삼진 골드스틱,(주)바이오 로제트,20040017015159
9164,비오틴 10000,(주)한풍네이처팜,20120019007233
9163,보령닥터클린유산균,주식회사 다원바이오텍,2004001704682
9162,우건비 간건강,(주)알피바이오,20040017006652
9161,우건비 피부보습건강,(주)알피바이오,20040017006651
9160,닥터에스더 프리바이오틱스,코스맥스엔비티(주),200700170351098
9159,프리미엄 레드파워업,(주)한풍네이처팜,20120019007234
9158,파이토 마그네슘 B6,엔피케이(주),20100019004755
9157,제너럴밸런스 '키즈' 멀티 비타민,엔피케이(주),20100019004758
9156,프리미엄 MSM,콜마비앤에이치(주)음성공장,200600200031266
9155,골드카테킨다이어트,(주)서흥,200400200061276
9154,관절보궁보,(주)비티진,2004002003085
9153,더징크디시럽,콜마비앤에이치(주)음성공장,200600200031263
9152,에너지포텐B,(주)서흥,200400200061277
9151,키즈 프로바이오틱스,(주)오투바이오,20130020008110
9150,홍삼차명품,대동고려삼(주),20040020031237
9149,비오틴 블랙 5000,코스맥스엔비티(주),200700170351097
9148,우건비 스트레스건강,(주)알피바이오,20040017006650
9147,셰불린 II,(주)뉴트롬,2015001000245
9146,고기대장을 위한 다이어트,주식회사한미양행,20040015083991
9145,6년근 홍삼정 스마트타임,대원헬스케어 주식회사 2공장,201728801939
9144,일동메가데커신골드,주)팜크로스,20040015110723
9143,알티지 오메가3,주식회사한미양행,20040015083992
9142,리얼 바나바 당케어,주식회사한미양행,20040015083990
9141,종근당 홍로얄젤리365(전량수출용),(주)한국씨엔에스팜,200400200071925
9140,에이치이씨인뷰티캡슐,콜마비앤에이치(주)음성공장,200600200031261
9139,슬림 프로바이오틱스,(주)오투바이오,20130020008109
9138,상상캡슐,엠에스바이오텍(주),20040020020600
9137,바이오장유산균CJLP243,(주)서흥,200400200061275
9136,면역앤리버,한국바이오팜(주)에이치피,20040020046534
9135,발효홍삼활고(活固),(주)서흥헬스케어,2013002002484
9134,슬림더블업가르시니아,에스케이내추럴팜(주),20040017106357
9133,알래스카 알티지 오메가 에센스 600 미니,(주)알피바이오,20040017006649
9132,데일리 루테인,(주)알피바이오,20040017006648
9131,뉴트라진 파이널 씨케이,(주)한국씨엔에스팜,200400200071923
9130,리얼슬림,주식회사 아리너스,20110020099115
9129,슬림플래닛 녹차카테킨 640mg 애프터밀,(주)한국씨엔에스팜,200400200071924
9128,시크릿 석류,(주)한국씨엔에스팜,200400200071922
9127,애터미소포라퀸(싱가폴수출용),콜마비앤에이치(주)음성공장,200600200031260
9126,홍삼정퀸,금산덕원인삼약초영농조합법인,2004002007436
9125,이든멀티미네랄앤효모,(주)비오팜,20040017021768
9124,밀크씨슬플러스,엠에스바이오텍(주),20040020020599
9123,6년근 홍삼정,김포파주인삼농업협동조합,2004001707335
9122,전홍삼키즈스틱,(주)다정,20040020036113
9121,리얼모닝,주식회사 아리너스,20110020099111
9120,장프로그램다이어트Ⅱ,에스에스바이오팜(주),2016001227838
9119,장프로그램다이어트I,에스에스바이오팜(주),2016001227837
9118,홈런오빠,(주)유니쎌팜,20040020028440
9117,플라젠에스 플래티넘,주식회사 노바렉스2공장,20060020008258
9116,프리텍플러스,주식회사 아리너스,20110020099114
9115,프로틴 영양,주식회사 아리너스,20110020099112
9114,쿼터백,주식회사 아리너스,20110020099113
9113,노유파 포메가3,주식회사 제이비케이랩,201600075159
9112,뼈건강칼슘 우유맛(전량수출용),이앤에스(주),20120017002107
9111,아쿠아촉촉 세라마이드,(주)알피바이오,20040017006647
9110,더빠져라,(주)알피바이오,20040017006646
9109,장튼튼한 푸른아이 키즈유산균,엔피케이(주),20100019004751
9108,장안에 화제 포커스,엠에스바이오텍(주),20040020020598
9107,Fish Oil 2000mg,(주)서흥,200400200061274
9106,뼈건강337본,(주)한국씨엔에스팜,200400200071921
9105,알지,코스맥스바이오(주),200400200022133
9104,해피아홍삼엠에스엠플러스,(주)유니쎌팜,20040020028439
9103,바르니 키즈 비타민D,(주)알피바이오,20040017006643
9102,발효홍삼농축액 컴파운드케이(Compound K),주식회사 현대바이오랜드 안산,2004001706764
9101,브라이트 루테인 플로라글로,(주)알피바이오,20040017006644
9100,빠르카-관절,에스케이내추럴팜(주),20040017106356
9099,코큐텐 100mg 맥스,(주)알피바이오,20040017006645
9098,하루하루 장편한 프로바이오틱스,(주)뉴팜,20040017014536
9097,오큐아레즈투알티지,(주)태준제약,201728208672
9096,리버쉴드,(주)한국씨엔에스팜,200400200071920
9095,키즈베베 프로바이오틱스,(주)비오팜,20040017021766
9094,커브스 프로틴 녹차맛,(주)빅솔 반월공장,2009001702335
9093,올케어오메가3-알티지(rTG),(주)알피바이오,20040017006642
9092,여성건강엔 감마리놀렌산,(주)알피바이오,20040017006641
9091,씨엠디정,주식회사 제이비케이랩,201600075158
9090,식물유래(식물성)일양엠에스엠(MSM)100,에스케이내추럴팜(주),20040017106355
9089,그린몬스터 관절튼튼MSM,주식회사한미양행,20040015083989
9088,알파뇌보감(전량수출용),(주)허브큐어,20040015162202
9087,헤프로엠(전량수출용),(주)유유헬스케어,20040015107763
9086,러브유어즈 청춘24,(주)허브큐어,20040015162200
9085,네이처드림 활력에 좋은 비타민B컴플렉스,(주)허브큐어,20040015162201
9084,전홍삼스틱,(주)다정,20040020036112
9083,바디셀온,(주)한국씨엔에스팜,200400200071919
9082,슈가컨트롤,(주)에스엘에스,20040017062102
9081,마이니 비타민C 정,이앤에스(주),20120017002106
9080,스트레스 비타믹스 골드,(주)비오팜,20040017021765
9079,프리미엄 쏘팔메토,(주)한국씨엔에스팜,200400200071918
9078,흑삼분말캡슐,구안산업(주)금산공장,20040020039103
9077,프리미엄홍삼정순,대동고려삼(주),20040020031236
9076,뼈로가는 칼슘왕,에이펙셀(주),2015000802117
9075,프리미엄홍삼정수,대동고려삼(주),20040020031235
9074,알쓰리 프로바이오틱스,주식회사 노바렉스,200400200081805
9073,파파유산균 키즈,엠에스바이오텍(주),20040020020597
9072,칼트레이스,주식회사 아리너스,20110020099109
9071,퓨어온 비타민D 1000IU 츄어블,(주)알피바이오,20040017006640
9070,스마트프리미엄,콜마비앤에이치(주)음성공장,200600200031259
9069,바이오엔젤키토산,(주)유니쎌팜,20040020028438
9068,눈에는 역시 루테인파워,주식회사한미양행,20040015083988
9067,채움에이스,주식회사 네추럴웨이,2004001510492
9066,바이오이스트,(주)허브큐어,20040015162199
9065,닥터클린헬스,(주)팜텍코리아,2004001519176
9064,스트레스로 인한 피로 개선에 도움을 줄 수 있는 타임슬립,주식회사 다원바이오텍,2004001704681
9063,아이케어,광동헬스바이오(주) 2공장,200400200141041
9062,조이스텝,(주)아모레퍼시픽,20040017031154
9061,안티플M,주식회사 아리너스,20110020099108
9060,애터미 비타민E,콜마비앤에이치(주)음성공장,200600200031253
9059,통엔F,주식회사 아리너스,20110020099107
9058,프로바이오틱스 애드,(주)유니쎌팜,20040020028437
9057,홍삼원기환,(주)한국인삼공사,20040020013302
9056,진지한 식이섬유(Serious Fiber),주식회사 다원바이오텍,2004001704680
9055,마이니 비타민C 500,이앤에스(주),20120017002105
9054,눈에 좋은 베베키즈 루테인,엠에스바이오텍(주),20040020020596
9053,지플렉스 아이솔레이트,(주)유유헬스케어,20040015107762
9052,이지컷 다이어트,(주)허브큐어,20040015162198
9051,락피도 비타민D 드롭스 400IU,(주)팜텍코리아,2004001519175
9050,락피도 비타민D 드롭스 1000IU,(주)팜텍코리아,2004001519174
9049,코박사키즈,코스맥스엔비티(주),200700170351081
9048,대한민국 간호보ND-1,주식회사 아리너스,20110020099106
9047,뼈건강엔칼마디 츄어블,콜마비앤에이치(주)음성공장,200600200031251
9046,에이치케이앤케이 골드(전량 수출용),(주)유니쎌팜,20040020028436
9045,파마넥스 데일리 키즈 프로바이오틱스,주식회사 노바렉스,200400200081801
9044,프리미엄철분앤비타민C,에스케이내추럴팜(주),20040017106353
9043,헬퍼장 혼합유산균,(주)뉴팜,20040017014535
9042,슈퍼 프로바이오틱스 액티브,(주)뉴팜,20040017014534
9041,6년근홍삼농축액5mg,대한홍삼 주식회사,2011002007831
9040,디밸런스(D-Balance),(주)유니쎌팜,20040020028435
9039,세라타민,(주)한국씨엔에스팜,200400200071917
9038,울트라 그린 업 스피루리나,엠에스바이오텍(주),20040020020594
9037,홍삼정로얄,대동고려삼(주),20040020031233
9036,홍삼정마스터,대동고려삼(주),20040020031234
9035,"듀오락 생유산균 원말 100% (LA, LR, ST)",(주)쎌바이오텍,200400170171001
9034,아이엠지 면역애,(주)뉴팜,20040017014533
